1727	1
2119	2
2134	1
178	2
2636	1
20	2
2357	1
2046	2
1966	1
1407	3
2817	1
1559	1
2099	2
331	1
1965	2
363	1
865	1
839	1
875	1
1777	1
1630	2
934	2
1173	2
349	2
631	1
1459	1
1505	1
2094	1
2511	1
1807	1
1721	1
855	1
2103	1
1032	1
2445	2
2331	1
1936	1
2338	3
2736	1
961	1
2092	1
663	2
1881	2
1267	1
2311	1
1140	2
837	1
1960	1
531	1
1513	3
2376	1
91	1
988	1
1155	1
666	3
2129	2
746	2
953	1
1391	2
952	1
1993	1
2352	2
662	1
1661	1
962	1
1472	1
2381	1
2141	1
575	1
2295	1
468	1
738	2
390	1
312	2
841	2
727	2
2576	1
2794	1
2355	3
2305	3
526	2
932	1
1015	1
1941	1
105	2
360	1
127	1
1662	2
2235	1
2365	1
294	5
1565	1
669	1
914	1
1004	1
1247	3
2017	1
2655	1
2812	1
2696	1
2089	1
602	2
2835	1
551	2
2422	2
589	2
1315	1
1551	1
2088	2
1443	2
1917	4
1930	2
2433	1
1550	1
2681	4
1427	1
1935	1
48	1
2870	2
1537	1
218	2
2542	1
2200	1
498	3
1366	2
1146	1
634	3
2075	1
176	1
2222	5
368	1
299	1
1830	1
1421	1
1642	1
2754	1
4	1
2058	1
1136	1
886	2
2043	1
2607	2
2243	1
377	1
795	1
2160	1
1826	1
1220	2
794	3
2003	1
1979	2
1064	3
1632	2
329	1
1656	1
122	1
2318	1
2566	2
1686	1
2814	1
731	1
2044	2
2276	1
2456	3
2552	1
326	2
2221	3
2212	2
409	3
1562	1
1295	2
1372	1
1608	1
1410	3
550	2
210	3
150	2
2347	1
1969	1
745	1
818	2
191	2
2484	1
998	2
75	3
637	1
1055	1
216	1
2795	1
2483	2
1233	1
2049	1
2074	1
2799	1
884	1
2869	1
2509	1
2268	1
2335	1
2164	1
192	1
2102	2
901	3
2715	1
2380	2
1262	1
407	1
712	1
1724	1
653	1
2828	1
402	2
1933	1
2217	1
1604	1
87	1
1918	1
1243	1
1602	1
443	1
1264	1
237	1
1271	3
2390	1
1254	1
2307	2
572	3
894	1
970	4
869	3
1030	4
1067	2
1165	1
1913	1
1934	1
1951	1
187	4
296	2
696	3
2802	1
2700	1
1868	1
534	2
1502	2
691	2
1365	1
274	1
129	1
430	1
1636	1
1504	1
1620	3
533	1
2214	1
525	1
757	2
2528	1
2586	1
605	1
788	1
715	1
1050	1
52	2
1619	1
1958	1
760	1
1011	1
489	1
2245	1
93	2
106	2
759	3
370	1
583	3
2549	1
1362	1
1871	1
522	1
2104	1
964	3
2562	1
2637	3
2530	1
1058	2
1256	1
673	3
823	1
867	1
345	1
1905	2
488	1
793	2
1556	1
568	2
437	1
2551	2
2653	1
2348	1
1629	1
1145	2
1862	1
1978	2
1800	1
275	2
1070	1
149	1
1949	1
2328	1
1811	1
688	3
523	1
554	1
1321	2
1370	1
2002	2
2513	1
2521	1
2374	1
689	2
2005	1
2517	3
1097	2
2136	2
1963	2
2400	2
735	1
1894	1
874	2
504	1
887	2
2391	4
2350	1
85	2
1075	1
1737	2
226	1
2804	1
2275	1
113	1
315	1
1356	3
684	2
1651	2
2505	1
1635	1
1449	3
2189	1
50	1
1041	1
2601	1
1926	2
601	1
707	2
460	1
552	2
2419	1
850	2
1803	2
2167	1
2726	3
2801	1
1725	1
1575	2
1380	1
1873	2
617	2
1309	1
1338	2
324	2
2140	2
114	2
351	1
2124	1
2498	3
228	1
485	1
1313	2
590	2
635	2
2147	2
2320	1
1896	1
1728	1
511	1
2537	1
1967	1
1475	1
284	1
1479	1
2563	1
2219	1
2482	1
266	1
287	1
701	1
1217	1
2291	1
232	2
256	2
291	1
1738	1
2227	1
1609	2
1002	1
1825	2
185	1
789	1
2620	1
2792	2
92	2
455	1
1529	2
782	1
849	1
2831	1
2574	1
1634	2
777	1
2860	1
1053	2
690	1
1878	3
1595	1
234	1
1783	1
2856	2
1167	2
2215	1
259	3
1291	1
2481	1
1540	1
196	2
2524	1
1751	2
1589	1
1521	1
2354	1
2844	2
1023	1
31	2
1708	2
2529	1
478	2
481	3
594	2
629	1
1034	1
1156	1
1261	1
1312	1
1399	3
1413	2
1477	1
1486	3
1490	1
1494	2
1804	1
2008	1
2302	1
2508	1
2543	2
2591	2
2703	1
2879	1
1623	1
286	1
1910	1
1982	2
348	1
1685	1
1549	1
2038	1
724	1
1126	1
640	1
2626	1
1995	1
1955	1
785	1
1774	1
2407	1
1588	1
71	1
1485	1
1323	1
60	1
2787	1
732	3
939	2
1240	1
263	1
95	1
606	1
2431	1
353	1
1305	2
1753	2
1680	3
341	1
1810	1
140	2
1020	1
2691	1
292	1
2660	3
1376	1
2185	1
419	1
1633	1
463	1
752	1
2634	1
476	1
1771	1
1798	1
2762	1
245	2
452	2
749	1
1299	1
1927	1
1578	1
530	1
267	1
2063	1
2845	1
2370	2
2609	2
2040	1
2571	2
2191	1
2602	1
959	1
1569	1
2404	2
1335	1
160	2
2692	1
1985	1
1548	3
361	1
412	1
561	1
1180	1
1183	2
1188	1
1257	1
1290	1
1310	1
1342	1
1424	2
1491	1
1520	1
1560	2
1574	1
1677	2
1698	1
1720	1
1790	1
1814	1
1879	2
1999	1
2363	1
2546	1
2612	1
2671	1
2729	2
2732	2
2842	1
633	1
2172	1
761	1
711	3
1089	1
1666	1
2694	1
2706	1
1411	1
1787	2
2287	1
1888	1
1880	2
1060	1
2582	2
870	1
170	2
2435	1
1408	1
2080	1
1658	2
2573	1
2025	1
2510	2
118	1
262	2
89	1
57	1
1836	1
2727	3
1386	1
1351	1
1702	1
2106	1
1195	1
2598	1
386	1
432	2
470	1
619	2
740	1
960	1
1184	1
1497	1
1667	1
1964	1
2262	2
2308	2
2490	1
2659	1
2682	2
2770	1
585	1
1229	1
2283	2
1199	1
1387	1
1249	1
1265	1
2152	1
796	1
2818	2
1164	2
1974	1
2290	1
1869	1
1597	1
2596	1
2296	1
729	1
889	1
2278	1
2705	2
1740	2
1419	2
1131	1
915	1
928	1
64	1
239	1
2153	1
2438	2
1211	1
2398	1
1095	2
1006	1
2719	2
1352	1
1235	1
1065	1
2642	1
298	1
1344	1
1763	1
471	1
672	1
427	1
941	1
2688	1
1622	1
1861	1
1203	1
776	1
1541	1
2587	1
955	1
830	2
2451	1
1618	1
1981	1
2471	1
429	1
1639	2
333	1
2286	1
2396	1
2873	1
2725	3
699	1
2031	1
1393	1
1525	1
680	1
1102	1
501	1
1734	1
2280	2
1924	1
164	1
423	1
1306	1
1436	1
507	1
2535	1
973	1
2836	1
499	2
2663	1
654	1
559	1
2366	1
597	3
479	1
624	1
620	1
1132	1
2467	1
2557	1
2464	1
1640	1
540	1
2196	1
949	1
2425	1
101	1
1990	1
2269	1
6	1
892	1
2406	1
474	1
248	1
2123	2
812	1
1527	2
88	1
2218	1
2023	1
1671	1
2595	1
558	3
1601	1
750	1
847	1
1072	1
1373	1
675	1
2306	1
2051	1
2442	1
1563	1
604	1
1599	1
1914	1
2710	1
103	1
1912	1
1176	1
180	1
2800	1
581	1
2502	1
272	1
2849	1
1316	1
1975	1
153	1
2455	1
388	1
1885	1
1669	1
2666	1
687	1
451	1
2069	1
1707	1
1649	1
943	1
1568	1
1858	2
1911	1
2346	1
1849	1
487	2
2793	1
135	1
1867	1
2339	1
2432	2
469	1
1334	1
1190	1
1147	1
400	2
246	1
2555	1
2588	1
19	1
1337	1
2489	1
1788	1
744	1
2664	1
2861	1
2701	1
2047	1
1266	1
1538	1
1899	1
2213	1
115	1
252	1
2068	1
1716	1
1561	1
1143	1
1096	1
1646	2
352	1
739	1
638	1
367	1
1454	1
1159	1
2654	1
2544	1
1792	1
2597	1
1584	1
1043	1
1571	1
2441	1
1200	2
428	1
2621	1
2579	1
1484	1
2810	2
1151	1
2014	1
930	1
966	1
2742	1
695	1
1327	1
863	1
503	1
2192	1
1841	1
1773	1
1769	1
828	1
2468	1
297	1
465	1
1425	1
2809	1
1005	1
1014	1
2862	1
927	1
1843	1
1191	1
772	1
1033	1
679	1
2414	1
1238	1
1026	1
1555	1
2541	1
2819	1
1331	1
609	1
2138	1
241	1
1952	1
2523	1
1519	1
647	1
1626	1
995	1
992	1
1215	1
271	1
307	1
1232	1
596	1
41	1
277	1
1755	1
84	2
968	1
623	1
718	1
1056	1
1663	2
820	1
2475	1
1141	1
1749	1
1120	1
1434	1
1090	2
2652	1
725	1
1940	1
1897	1
2584	1
1042	1
2683	1
414	1
1048	1
2466	1
2064	1
3	1
1535	1
996	1
1652	1
2090	1
1973	1
8	1
753	1
1409	1
2514	1
1035	1
2658	1
1467	1
681	1
2417	1
1528	1
1054	1
2057	2
1518	1
1757	1
790	1
403	1
1890	1
2322	1
1036	1
2341	1
2452	1
2473	1
480	1
1920	1
1179	1
2534	1
1986	1
800	1
1223	1
1876	1
1567	1
143	1
